"","tmp.hash","tmp.tx","wholetax.tg"
"67","38ebc388a7ba4f81caa51690da0fb2adc999f9d3","Taxon_067","Metazoa__NA__NA__NA__NA__NA__NA"
"68","c3625993fc536572b0ca5d727cf6b08762d01644","Taxon_068","Metazoa__NA__NA__NA__NA__NA__NA"
"69","44712cf0b2ed8c2221c97c362e5aa65c05c28914","Taxon_069","Metazoa__NA__NA__NA__NA__NA__NA"
"70","15f99760df0db3851c1fe95ffefed5ed3cd6fa29","Taxon_070","Metazoa__NA__NA__NA__NA__NA__NA"
"71","c7f38598a8f4c2e883ce48460462f4044b4bc573","Taxon_071","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA"
"72","d44d76792619069bad7076fd4cc8fd5094e5a318","Taxon_072","Metazoa__NA__NA__NA__NA__NA__NA"
"73","4d6e2eb86d3cdddc51684ab7fbc2e589cb482734","Taxon_073","Metazoa__NA__NA__NA__NA__NA__NA"
"74","3909757724d4b050aaacc296bc082e6d0571d654","Taxon_074","Metazoa__NA__NA__NA__NA__NA__NA"
"75","1adadc156d27b264f7c164620b97e31ba2660933","Taxon_075","Metazoa__Arthropoda__Insecta__Trichoptera__Philopotamidae__Dolophilodes__Dolophilodes novusamericanus"
"76","cdcc5676984a0ac683532e6cc3f3256d39a9faa9","Taxon_076","Metazoa__Annelida__Clitellata__NA__NA__NA__NA"
"77","a8480b298cd2aa334e588a2198da112857f02905","Taxon_077","Metazoa__Arthropoda__Insecta__Trichoptera__Limnephilidae__NA__NA"
"78","c008736528e5e9631ade15950ba471d68946e67b","Taxon_078","Metazoa__NA__NA__NA__NA__NA__NA"
"79","03416804d7c77520eee5ccb822f02d1ca1e20210","Taxon_079","Metazoa__NA__NA__NA__NA__NA__NA"
"80","fcb32c27a31e440d2d0d558b484c966b90bdf420","Taxon_080","Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA"
"81","663afc2edb46a6a7eaa43015bca9d79d1255308a","Taxon_081","Metazoa__Arthropoda__Collembola__NA__NA__NA__NA"
"82","e38357d8d43a993440b148af8fc0a8a4b803b130","Taxon_082","Metazoa__Arthropoda__Insecta__Diptera__Syrphidae__NA__NA"
"83","e149cb74744ac0a1a65c81f058ce1ae52f36f7d8","Taxon_083","Metazoa__NA__NA__NA__NA__NA__NA"
"84","1c8e0e539bb2671f3039bf4ce04d0d29f9e9e684","Taxon_084","Metazoa__NA__NA__NA__NA__NA__NA"
"85","816a0ee750327bc96ffb301b2d1f524b64175956","Taxon_085","Metazoa__NA__NA__NA__NA__NA__NA"
"86","9b3253be445b6bcaf780af54a9d38b569d564653","Taxon_086","Metazoa__Annelida__Clitellata__Haplotaxida__Enchytraeidae__NA__NA"
"87","817433dc7ea65eadb1d37d9367a5c291427354d5","Taxon_087","Metazoa__NA__NA__NA__NA__NA__NA"
"88","7bc5c9c251af212df2a992e7dfb7ba934751d75e","Taxon_088","Metazoa__NA__NA__NA__NA__NA__NA"
"89","bc96610d4a8a950a29dcaa39fff8c3728f1b7e91","Taxon_089","Metazoa__NA__NA__NA__NA__NA__NA"
"90","d10a2e73ee159bca7e09646e4da47a01483a7796","Taxon_090","Metazoa__Arthropoda__Insecta__Thysanoptera__NA__NA__NA"
"91","952e7b2d6a9a6f3fb8a05c5bfc883004860eeef1","Taxon_091","Metazoa__Arthropoda__Insecta__Hymenoptera__Tenthredinidae__NA__NA"
"92","88f7b835becd5c8320f810bcd11ddd5ccc6a0f08","Taxon_092","Metazoa__NA__NA__NA__NA__NA__NA"
"93","be07bcadbfbeee69875f0c7c251c5076cd569d93","Taxon_093","Metazoa__NA__NA__NA__NA__NA__NA"
"94","ff331a4b91a4bec9f72caf11068884186d2481d9","Taxon_094","Metazoa__NA__NA__NA__NA__NA__NA"
"95","8a6765ed901cce49d140e518e7ef100700c75ea5","Taxon_095","Metazoa__NA__NA__NA__NA__NA__NA"
"96","f4e402d331e1fc3d9c4ae9d001ab60ae5e9ab1d6","Taxon_096","Metazoa__Arthropoda__Collembola__Poduromorpha__Neanuridae__NA__NA"
"97","446911b50a94a952e4dd39dde1c8f906df80bae6","Taxon_097","Metazoa__Arthropoda__Insecta__Trichoptera__Brachycentridae__NA__NA"
"98","e7f0b0eb33e7dd62287b932e3ae5da9c0ed09657","Taxon_098","Metazoa__Cnidaria__Hydrozoa__Anthoathecata__Hydridae__Hydra__Hydra oligactis"
"99","4a5afcc8398da85eb6cbec3ba512aec5f0aacd49","Taxon_099","Metazoa__NA__NA__NA__NA__NA__NA"
"100","3447a79b859d1d1556e1521f710211407fd00d58","Taxon_100","Metazoa__Arthropoda__Insecta__Diptera__Simuliidae__NA__NA"
"101","c7ec1235517f44e78bf884eaddb1cf1afe843fc4","Taxon_101","Metazoa__NA__NA__NA__NA__NA__NA"
"102","5b415160882340bc1368c3f4b8b26d047be8f7f2","Taxon_102","Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA"
"103","15f952be388bfd54f35934973fcdc4b83c6e6f89","Taxon_103","Metazoa__Nematoda__Chromadorea__Plectida__Plectidae__Plectus__Plectus aquatilis"
"104","8325c53ae11bbd29087a40abceed410f95ac3929","Taxon_104","Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA"
"105","b93b74de19fb93f01d9b88b77499b063a8ce82b1","Taxon_105","Metazoa__Rotifera__Monogononta__Ploima__Synchaetidae__Synchaeta__NA"
"106","d57b48187dbf2b7efffe6fe9337227e36579bc49","Taxon_106","Metazoa__NA__NA__NA__NA__NA__NA"
"107","1703bfeb36a86813d4d47f1bfe5d4daca4e32da1","Taxon_107","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA"
"108","82d238b186528b4ef9558104ac2f5ba5420f0b43","Taxon_108","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA"
"109","2089cd366319e385519dd8f726e2c5a568b4b5ab","Taxon_109","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA"
"110","2e9fcccd4841a0586698c77a8bee0914c8f94e77","Taxon_110","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA"
"111","d30f49f966b5379df5861871e8fe6e20e4ca3074","Taxon_111","Metazoa__NA__NA__NA__NA__NA__NA"
"112","b18f44a8af5a2d37cc15df59897be55276b5f8b5","Taxon_112","Metazoa__NA__NA__NA__NA__NA__NA"
"113","d8a46151390034bf4578ef1351dd092aace588e6","Taxon_113","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA"
"114","7b4ddbcd17f0a5fe8b610ef4850e3fdcaca36483","Taxon_114","Metazoa__Cnidaria__Hydrozoa__Anthoathecata__Hydridae__Hydra__NA"
"115","0f21f9b6cf0b395b84ca9f9cfc3e7d90fdc862b1","Taxon_115","Metazoa__Rotifera__Monogononta__Ploima__Synchaetidae__Polyarthra__Polyarthra dolichoptera"
"116","942d1e14bd2e7978d08358397b16d170f4e38eb1","Taxon_116","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA"
"117","e98664669fb4dda695e9d1b9595cac8a7271820f","Taxon_117","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA"
"118","cf168883fda3fc80f70037948cc239a5a3761d25","Taxon_118","Metazoa__NA__NA__NA__NA__NA__NA"
