"","representative","taxID","taxon","rank","score","kingdom","phylum","class","order","family","genus","species"
"17","7ed525639c40b9418b4743e59f833fa5b3bdf355",2743731,"Pogonichthyinae","subfamily",0.9916,"Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","",""
"18","ed5e7e50aa64ed93aa7bb93f60e0d0ec95dd2cab",9823,"Sus scrofa","species",NA,"Metazoa","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa"
"19","f00a9a74f043fbe6fc27d3e155a6e44ecf3c0f11",33213,"Bilateria","clade",1,"Metazoa","","","","","",""
"20","cf62a26ab8c1b5312a68133cb90988e0b24ee387",9612,"Canis lupus","species",NA,"Metazoa","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"21","052d18a1a6f40077add20bb33ad60dfadcfb86fb",9606,"Homo sapiens","species",0.998,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"22","488df7f72926df2ab50a004973f70c52bdd68e6c",1,"root","no rank",1,"","","","","","",""
"23","08138115cd3348ae7df3386366b72d3f2c9c799f",8092,"Cottidae","family",0.9187,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","",""
"24","8ad7b3ad6cac7dcf8cb45bc25832428c5b4176e8",1,"root","no rank",1,"","","","","","",""
"25","6f74ea5d6a7d9a8f2d3fc543c6652a3c85e75e3d",38609,"Diprotodontia","order",1,"Metazoa","Chordata","Mammalia","Diprotodontia","","",""
"26","deaadc11b0189c975741718d011ab0f6897f6066",10114,"Rattus","genus",NA,"Metazoa","Chordata","Mammalia","Rodentia","Muridae","Rattus",""
"27","8005d06b5717f047aac5d6ee7238b50bd1f9a895",8867,"Cygnus","genus",NA,"Metazoa","Chordata","Aves","Anseriformes","Anatidae","Cygnus",""
"28","1b32665206884b748852de897ade6982e7c848fa",1,"root","no rank",1,"","","","","","",""
"29","c85bde7ee5fbef22260dd6fd67f84887524f0801",1,"root","no rank",1,"","","","","","",""
"30","358d0def35bc8bcf2711011fb63f7fc511496cc5",1437010,"Boreoeutheria","clade",0.9999,"Metazoa","Chordata","Mammalia","","","",""
"31","1a50e3486cdc5423f8b831ff444cf54e91042554",126287,"Didelphinae","subfamily",0.9996,"Metazoa","Chordata","Mammalia","Didelphimorphia","Didelphidae","",""
"32","f49ae8c6819abdfd33d13f2b07c6fcbbc25ee4f0",9681,"Felidae","family",0.9999,"Metazoa","Chordata","Mammalia","Carnivora","Felidae","",""
"33","e3326d78fc42729ea464440aa62ec3ce02bd2829",9347,"Eutheria","clade",0.998,"Metazoa","Chordata","Mammalia","","","",""
"34","18e037be8d4b3d7ff078a6a7f93a36824a74af4c",2743731,"Pogonichthyinae","subfamily",0.9263,"Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","",""
"35","be1bd85cbedd796b3b70618ed8248f5c66768c49",504568,"Salmoninae","subfamily",1,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","",""
"36","dc78ea7000749cdaa33f9199c52df6f0f90be099",9126,"Passeriformes","order",0.9012,"Metazoa","Chordata","Aves","Passeriformes","","",""
"37","be471fc50919fc3fef3fd721b6dabc9ccd707821",2743731,"Pogonichthyinae","subfamily",0.9429,"Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","",""
"38","ddf5d8f01c176ab003be35dd8935dab512bf36c1",9347,"Eutheria","clade",1,"Metazoa","Chordata","Mammalia","","","",""
"39","5d6a5f2116231e5e92600d866977dda093cd30bc",182674,"Scapanus orarius","species",NA,"Metazoa","Chordata","Mammalia","Eulipotyphla","Talpidae","Scapanus","Scapanus orarius"
"40","de1b0fa5bf4731ad0304175bb17eaf4e747ba2fa",1,"root","no rank",1,"","","","","","",""
"41","9c74cccfad63e14dab310b1aa02d31aea92c2bfc",1,"root","no rank",1,"","","","","","",""
"42","1d9c79934127687c5695d31ec87c6e1a8762723d",9979,"Leporidae","family",1,"Metazoa","Chordata","Mammalia","Lagomorpha","Leporidae","",""
"43","418d5ed20b679f800b258f567825c92d012bc96e",175121,"Passeroidea","superfamily",0.9968,"Metazoa","Chordata","Aves","Passeriformes","","",""
"44","7cbe946625f416ad59615f0ddca7884268f33de2",9126,"Passeriformes","order",0.9999,"Metazoa","Chordata","Aves","Passeriformes","","",""
"45","d71d56bfe95168a73add12d85f6c5b620e2c37e6",1,"root","no rank",1,"","","","","","",""
"46","02087cc593f40be8e3f3405e26b791009dca5131",1,"root","no rank",1,"","","","","","",""
"47","7a252736c0fd14c374f5e52b0817eccdfcf5738e",1,"root","no rank",1,"","","","","","",""
"48","ec50a1bf79d9f0bbca881b5aea51a3d134cb9f52",1,"root","no rank",1,"","","","","","",""
"49","75e73e13ea568bb911b99e63cc8a634d76007bff",8112,"Percoidei","suborder",0.9587,"Metazoa","Chordata","Actinopteri","Perciformes","","",""
"50","b691daf5f3e55296cbb67deae952dd7956d05afd",33213,"Bilateria","clade",1,"Metazoa","","","","","",""
"51","07122a09e420f0d98cd3019bb7a8f3da9909e375",183663,"Soricinae","subfamily",1,"Metazoa","Chordata","Mammalia","Eulipotyphla","Soricidae","",""
"52","e9641671a85dc5e33d0d65806d441032b1375e9b",9606,"Homo sapiens","species",0.9967,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"53","9567666709d0ec9a27b7873b809d62c3a8546db5",1,"root","no rank",1,"","","","","","",""
"54","7bbeecf008775a49187717ad00b4df38eeda8bc9",32523,"Tetrapoda","clade",1,"Metazoa","Chordata","","","","",""
"55","00a087f7239da5d4c077535f394c6bc1868e04d3",9935,"Ovis","genus",NA,"Metazoa","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis",""
"56","4b6b740f9b6d0ae003c5b1ee2bb36f4a9766dd3b",2743726,"Leuciscidae","family",1,"Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","",""
"57","4c562c7a275414a00788a05c97abe672981ffcea",39087,"Arvicolinae","subfamily",1,"Metazoa","Chordata","Mammalia","Rodentia","Cricetidae","",""
"58","1a7210bb944614e2740db83d5a31b18a5bd8b7dc",33213,"Bilateria","clade",1,"Metazoa","","","","","",""
"59","c4f793f214b4797a41cbee59b06acb41f4c38601",504568,"Salmoninae","subfamily",0.9958,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","",""
"60","267aa7fd1982ad1231f15695eab5d5d802650fd1",1,"root","no rank",1,"","","","","","",""
"61","e9714c684e9beeaab137301ac612768962704198",9685,"Felis catus","species",NA,"Metazoa","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"62","d7c8c5285726c11c0afce962142d6d774de8a029",1,"root","no rank",1,"","","","","","",""
"63","01f81e5831873320fc14ad36b7b54d981a04b7bf",1,"root","no rank",1,"","","","","","",""
"64","f2cd49b8de739c1d861686981591382353ee740c",8112,"Percoidei","suborder",0.9671,"Metazoa","Chordata","Actinopteri","Perciformes","","",""
"65","7ff77789e67bbd9ffe108e1dd905798c5cab33b4",1,"root","no rank",1,"","","","","","",""
"66","3c858ec8748fc54617776f4dcd6e0a95cc9d51f4",1,"root","no rank",1,"","","","","","",""
"67","5dbee979ecb7289c82f08bbf7ff5d91a3f8aae01",30427,"Haemorhous mexicanus","species",NA,"Metazoa","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous","Haemorhous mexicanus"
"68","fe72cd5c92fc95d33982bc5916c5d015404e2977",123368,"Acanthomorphata","clade",0.9776,"Metazoa","Chordata","Actinopteri","","","",""
"69","eeebdbbc470456b373f5ee509a8116887aa210a8",1,"root","no rank",1,"","","","","","",""
"70","acb132e82e2ef43f8eac6c7e5dd85c551168b718",183663,"Soricinae","subfamily",0.988,"Metazoa","Chordata","Mammalia","Eulipotyphla","Soricidae","",""
"71","d5f832529f6b73fadb1b9087af48bf9a8dc101c8",8833,"Aix sponsa","species",NA,"Metazoa","Chordata","Aves","Anseriformes","Anatidae","Aix","Aix sponsa"
"72","479f0ade8bd49211e3759ae5fa5effdb1428fe8a",1,"root","no rank",1,"","","","","","",""
"73","5a0c3363fdff5328d9329fe07af54c881ec0fbf2",452646,"Neovison vison","species",NA,"Metazoa","Chordata","Mammalia","Carnivora","Mustelidae","Neovison","Neovison vison"
"74","fb434d844c0eecd94ddb6cde96b0f0194c52c80a",1,"root","no rank",1,"","","","","","",""
"75","1f4da29e5e54b6e2fb8a85ba6f6098219524cc9a",1,"root","no rank",1,"","","","","","",""
"76","e6ea754005001269f3c50e7326892547a4af556f",1,"root","no rank",1,"","","","","","",""
"77","a541e363cb43edf898d30bc72c605a15295ca279",69292,"Gasterosteus","genus",0.9973,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus",""
"78","6f59d575eb8996f930b1622a5dc11b3f8734ccf5",1,"root","no rank",1,"","","","","","",""
"79","34003d202896d714e2d0de9c455e66851d8f444b",1,"root","no rank",1,"","","","","","",""
"80","bbb3bcc890abbefe2371f7ee55542ef8cb9debc9",9321,"Osphranter rufus","species",NA,"Metazoa","Chordata","Mammalia","Diprotodontia","Macropodidae","Osphranter","Osphranter rufus"
"81","b266267b62cc3f01f3b371293a736afccc122131",1,"root","no rank",1,"","","","","","",""
"82","f74cf42a45c5bf302e7b2233452e0cca0a14cbba",1,"root","no rank",1,"","","","","","",""
"83","5a666e6ab10b8542143aa8e2949b7ffdac0a0629",8295,"Ambystoma","genus",1,"Metazoa","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma",""
"84","ba5ee0e37ffaa50714824534518c6a35c07cc405",1,"root","no rank",1,"","","","","","",""
"85","73bd07c218ab7e4ae33a1653d793820dc5cbb2c4",126287,"Didelphinae","subfamily",1,"Metazoa","Chordata","Mammalia","Didelphimorphia","Didelphidae","",""
"86","e949919da98e5306e2e0256d20339908ccb29c81",126287,"Didelphinae","subfamily",1,"Metazoa","Chordata","Mammalia","Didelphimorphia","Didelphidae","",""
"87","b6cbcd4dae31619bb232e9f09443c11691428fc1",1,"root","no rank",1,"","","","","","",""
"88","f53c0268906f5a28f163439cc5235a9f5eca5af3",1,"root","no rank",1,"","","","","","",""
"89","93298549fd560bff0049be3b0d8e9871d052eb2f",1,"root","no rank",1,"","","","","","",""
"90","df5823fe2a8d10862daf8b3122776f35f7432a10",69292,"Gasterosteus","genus",0.9975,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus",""
"91","612b5c4dd09654241a7d4507f9440c98bf19cee7",8015,"Salmonidae","family",0.9999,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","",""
"92","587cb9c3b904a58bcc1e2c639295014da2fd3491",1,"root","no rank",1,"","","","","","",""
"93","fb8bdf4ee4c7ba10ff7b51f17a021c6a7172465b",1,"root","no rank",1,"","","","","","",""
"94","e8a16913d19fb9a3913b47efa66a20275f8324b0",1,"root","no rank",1,"","","","","","",""
"95","e38e779b032805db5aa7de7dc90149d3fce72e79",183663,"Soricinae","subfamily",0.9986,"Metazoa","Chordata","Mammalia","Eulipotyphla","Soricidae","",""
"96","047e131e44922bae57abcc3d46da4b6449f4842a",1,"root","no rank",1,"","","","","","",""
"97","ee10a57b8e892ee72bf167c0efd0a15ec40cd488",33213,"Bilateria","clade",1,"Metazoa","","","","","",""
"98","ea62e2e47d7dd107663f724d398ad768284fd5fb",9606,"Homo sapiens","species",0.9983,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"99","0348c4efa5b7b058bfd6b97552a36482d9f3caf2",1,"root","no rank",1,"","","","","","",""
"100","2a5fd4298d135b81736fc0e863bf4c994ddbdec4",1,"root","no rank",1,"","","","","","",""
"101","b5a4508253146f0a490f719560f8bc3fd6d7a035",1,"root","no rank",1,"","","","","","",""
"102","b6a4cdbf4831aa4a951904460a4e0f25a5ec8a92",1,"root","no rank",1,"","","","","","",""
"103","94e1ab0cbffd58c8a6236faf655508da00b22529",1,"root","no rank",1,"","","","","","",""
"104","115053abc2693aa4e232b5c25d4e494bac16d682",1,"root","no rank",1,"","","","","","",""
"105","9c69c10d019e2de95bee367032e212ebe41a4932",1,"root","no rank",1,"","","","","","",""
"106","3e20d1d38c970172540aa32f850086fcf5f7557e",8295,"Ambystoma","genus",1,"Metazoa","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma",""
"107","39d23aa7413ba0ccb28e78c384db9fdb10c53282",1,"root","no rank",1,"","","","","","",""
"108","64acd71396ce9fd7a044de196d7f1e36a58c8f32",33213,"Bilateria","clade",1,"Metazoa","","","","","",""
"109","8b815c308bb2190f83ad3e994ef6009d6b69c530",1,"root","no rank",1,"","","","","","",""
"110","5ec793e1fa5b1af03b12d12d1f83d8206437e32c",126287,"Didelphinae","subfamily",1,"Metazoa","Chordata","Mammalia","Didelphimorphia","Didelphidae","",""
"111","a50124b9266a0eb0c87fe119cb9cefe63a948734",337963,"Neotominae","subfamily",1,"Metazoa","Chordata","Mammalia","Rodentia","Cricetidae","",""
"112","65f6e204e30982d55209e5e4291814ec311b470a",1,"root","no rank",1,"","","","","","",""
"113","45caa271c321b365435a45fa2a463344b7c0264b",1,"root","no rank",1,"","","","","","",""
"114","c1e455790d4801de63b4ac022c2f5e46ad28f2fe",1,"root","no rank",1,"","","","","","",""
"115","21172a93ab34a2c825ff5680bbceecf51bcbf7f9",9653,"Procyon","genus",1,"Metazoa","Chordata","Mammalia","Carnivora","Procyonidae","Procyon",""
"116","a30751e65e129a25fec2bd1cf15ef62d33055581",1,"root","no rank",1,"","","","","","",""
"117","65e4bf7102a09e5b1694879066d96cc3eef5dc04",1,"root","no rank",1,"","","","","","",""
"118","bfa2079293edd4c2929d2b4a350ff6c366c410b5",504568,"Salmoninae","subfamily",0.9957,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","",""
"119","da9e0e932325b5ff43d40e8db4fe0463b692a42e",1,"root","no rank",1,"","","","","","",""
"120","fe00d159d308d54bf1be11ca2d4cf64fc20cb8b9",1,"root","no rank",1,"","","","","","",""
"121","406fa60aca9050eb5a745a0151f0b0d8f8f925d3",7746,"Petromyzontidae","family",1,"Metazoa","Chordata","Hyperoartia","Petromyzontiformes","Petromyzontidae","",""
"122","c51b4a1051a17c5dc94005790c27ea358a95865d",1,"root","no rank",1,"","","","","","",""
"123","be528d433204153a9b5e1af0f1dd069d8804408c",1,"root","no rank",1,"","","","","","",""
"124","319199a59bd238b27cc8cd21c11d24f242baf997",1,"root","no rank",1,"","","","","","",""
"125","6d469f1947b9e4d7559190172ec4b0a8376a79ff",1,"root","no rank",1,"","","","","","",""
"126","d4dc0b36a2f8841e168f6a8c88532702acf1c060",8295,"Ambystoma","genus",1,"Metazoa","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma",""
"127","6880b656203dc9428f87390010cb0f9096e6a4d1",1,"root","no rank",1,"","","","","","",""
"128","4ef9f1a7c5fd4509598a75acb0e6748ed35c44c4",1,"root","no rank",1,"","","","","","",""
"129","ccdd52f26d6c362dedb151598689905f1d31d5a1",1,"root","no rank",1,"","","","","","",""
"130","c727807b7ab66f859a5f5d3c25a99148e2db6249",9606,"Homo sapiens","species",0.9983,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"131","bb674befa7a41a448d3c3d45f4afaef922f8fd67",1,"root","no rank",1,"","","","","","",""
"132","6153f16fb0b3813fa0b6547e0baa5d59e4b3e60f",1,"root","no rank",1,"","","","","","",""
"133","bd0035049d9540b3b4f593e82ad1c77adddd9921",8830,"Anatidae","family",0.9962,"Metazoa","Chordata","Aves","Anseriformes","Anatidae","",""
"134","c5096108c306c4feda0e54dde259d212245b2d5a",504568,"Salmoninae","subfamily",0.9556,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","",""
"135","da83c719cc06209b92f6b2c6a335a055a2db77cf",9823,"Sus scrofa","species",NA,"Metazoa","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa"
"136","8b4c02e43471f8e756ef519737102f06235928ee",9606,"Homo sapiens","species",0.9983,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"137","cbded2fcdab9a6d63490cda7372cfa4a9df5375b",1,"root","no rank",1,"","","","","","",""
"138","149a0753176d9dc0b59562e26ee3647f4c82fc3c",1,"root","no rank",1,"","","","","","",""
"139","750cd54b8f7a67ed753e79053455df035c5955e1",1,"root","no rank",1,"","","","","","",""
"140","e8f6c243cd8dc26adceb292802618184c06480ab",1,"root","no rank",1,"","","","","","",""
"141","566ee523c9473789d9c835b6cbf79155e782e4a1",1,"root","no rank",1,"","","","","","",""
"142","7c3a071d9b4e988f7367ae8ae7bf3ada64fdd9af",33213,"Bilateria","clade",1,"Metazoa","","","","","",""
"143","16ca142877e360acb9e3c25676cdfb6c610f328c",1,"root","no rank",1,"","","","","","",""
"144","e9a184c1eb9deae2456684a53dd761ebed18dca0",1,"root","no rank",1,"","","","","","",""
"145","27960e0cb2366b94317e765b07ebb38ea5c04204",1,"root","no rank",1,"","","","","","",""
"146","2b3c6d5ec7e0577eef686e0a78203bfe27fe79d3",1,"root","no rank",1,"","","","","","",""
"147","e435800311b37d3de7b80886b09bb183cda4f126",1,"root","no rank",1,"","","","","","",""
"148","e4fdb76e825fd91ab707f2393927a0efbda0f326",1,"root","no rank",1,"","","","","","",""
"149","a10c8f99362cc757e6cc7d38a0a353dfd39aae71",1,"root","no rank",1,"","","","","","",""
"150","a05528c413125215bde6d2205cba6d625e7228f9",9347,"Eutheria","clade",1,"Metazoa","Chordata","Mammalia","","","",""
"151","9a95fd50655d92175a7c9466b17ff0ae01d74a3e",1,"root","no rank",1,"","","","","","",""
"152","c7bf4d0609bc700e902df67a48e7399f3ed65484",1,"root","no rank",1,"","","","","","",""
"153","4896712f728ec998065b7b058e8d8eedcf7a6660",1,"root","no rank",1,"","","","","","",""
"154","923dbda7bb40265f10fd433a5e11557da9bff0a1",1,"root","no rank",1,"","","","","","",""
"155","491eb516bbef70c54ffb4804914326ffb8890c9e",1,"root","no rank",1,"","","","","","",""
"156","c69d4b6e00748ca8f70e3d68ee8ae36f3e6250bf",1,"root","no rank",1,"","","","","","",""
"157","5bf9634c607d396eb505872ab59c217ef2078f65",1,"root","no rank",1,"","","","","","",""
"158","f093b282d77da74878b9e9052526c9eeb6f4b5a4",1,"root","no rank",1,"","","","","","",""
"159","00ee5a56c8d1170d97064d14e3c21996fa86eb6d",9347,"Eutheria","clade",1,"Metazoa","Chordata","Mammalia","","","",""
"160","62cac238a2ecf1b4ea64008763f38acf170560e4",1,"root","no rank",1,"","","","","","",""
"161","5d97501136b6ac70e37b2d272a5420914cf9e8c4",1,"root","no rank",1,"","","","","","",""
"162","1c7fdca4924b050ff53f0eecb014cfee6d795cbe",1,"root","no rank",1,"","","","","","",""
"163","dffda0c508680b0231967ef13820102dce7464a4",1,"root","no rank",1,"","","","","","",""
"164","0558049560e4bbcb722faa086f5db3ddc709f9d9",1,"root","no rank",1,"","","","","","",""
"165","1c870f5b5b9b4d02421378a119b8e0be82410a57",1,"root","no rank",1,"","","","","","",""
"166","97d1214bcded745624a4ae8b7b2eba409b7dfadd",1,"root","no rank",1,"","","","","","",""
"167","7ac490417f5aeaf9e327657f193c8fd6a03e2585",51342,"Aplodontia rufa","species",NA,"Metazoa","Chordata","Mammalia","Rodentia","Aplodontiidae","Aplodontia","Aplodontia rufa"
"168","371bb788f39032efb01ab1f76b1575fad5c2645b",1,"root","no rank",1,"","","","","","",""
"169","471e79a5296218d92da79623f4a5b9f0494cb457",9434,"Myotis","genus",0.9986,"Metazoa","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",""
"170","a1e9fcf50d7a6b6981a4ee396ec595ed81e24e0e",337687,"Muroidea","clade",1,"Metazoa","Chordata","Mammalia","Rodentia","","",""
"171","6bb82dc3ab69db941b42e0021db20651357c3dc0",33213,"Bilateria","clade",1,"Metazoa","","","","","",""
"172","c79a2d31c692bfc9764296822676659e9007b062",1,"root","no rank",1,"","","","","","",""
"173","f371c4593cfdde27290936eba5932ad935269e73",1,"root","no rank",1,"","","","","","",""
"174","6a140efa3291f07baba0e1e6839e439d039b97ad",1,"root","no rank",1,"","","","","","",""
"175","6b9a840eaa6fa47062a8b9040053664f5d66c2aa",1,"root","no rank",1,"","","","","","",""
"176","546af63a03c5af40cf0a12f1924d78fc85dce83f",1,"root","no rank",1,"","","","","","",""
"177","5681412e10d7afca74e29a9daffb93b31b243cf3",9606,"Homo sapiens","species",0.9983,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"178","b59d357bfe6779a0c83900f7dfd21ce6c0578bce",1,"root","no rank",1,"","","","","","",""
"179","a682f23c87912208d1970645e2e32c389b6138ab",1,"root","no rank",1,"","","","","","",""
"180","ce7a47764ee679769ad968f12d87892e49866aa5",9606,"Homo sapiens","species",0.9983,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"181","104cd8b505413febe007af9b157d44c05f6316a0",8830,"Anatidae","family",0.9964,"Metazoa","Chordata","Aves","Anseriformes","Anatidae","",""
"182","ca746b69822e7ab7263d5f4f639af08538e1438e",1,"root","no rank",1,"","","","","","",""
"183","6b62cb49827add1486b1f50f6e5c442dc78756d8",8295,"Ambystoma","genus",1,"Metazoa","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma",""
"184","5dc629e55485a72eb5bf46bb6348dc9d617355f1",1,"root","no rank",1,"","","","","","",""
"185","bf67b2b73b1ce7d21a678074304328cba34b6047",1,"root","no rank",1,"","","","","","",""
"186","d472c5e9d506a67e6f741315d58c29db111cbfe7",1,"root","no rank",1,"","","","","","",""
"187","97ee9c5be2b55e1643ea0a5d1831af45e79f16ec",1,"root","no rank",1,"","","","","","",""
"188","731d3237827bb703e89d1b0eba96e12a267e1fb0",1,"root","no rank",1,"","","","","","",""
"189","38d5b9d9b790cafde268cfe8e94083fe4cf8c3d3",1,"root","no rank",1,"","","","","","",""
"190","ebfdc0a153d719a21b03b26c5b220ea447328d42",9347,"Eutheria","clade",1,"Metazoa","Chordata","Mammalia","","","",""
"191","d32b9028edbdbf3b9242bd5c2e439c9610595ab9",1,"root","no rank",1,"","","","","","",""
"192","169602f78acf5fb8e6219d0900621f52e83669ff",1,"root","no rank",1,"","","","","","",""
"193","a1520b4f34dbd150c8c16f9d947c753d665cf5f1",1,"root","no rank",1,"","","","","","",""
"194","25509e3523a2f26c8747deecc4d1f7dad1958a69",9606,"Homo sapiens","species",0.9983,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"195","4dc8cef7b52bfb26bbb61faa6cfe28675cb7af8d",1,"root","no rank",1,"","","","","","",""
"196","9e5a587b3445b4c5e7acbb8ed13e59411b6a8b27",33213,"Bilateria","clade",1,"Metazoa","","","","","",""
"197","104bcb63aa2588faefe84561fac808baf36d3744",1,"root","no rank",1,"","","","","","",""
"198","861e251b9ae4c905fd2632bc83c749df7497cebf",9606,"Homo sapiens","species",0.9983,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"199","5a7e5ebe5d3d6d76de3044040dccd1ab3d048894",33213,"Bilateria","clade",1,"Metazoa","","","","","",""
"200","9aff92818f2f89633b84b7ea9b74a6f8fddf05be",1,"root","no rank",1,"","","","","","",""
"201","e561d526fb0f34c5889b1c2db035a44222f6f30e",1,"root","no rank",1,"","","","","","",""
"202","68cb6ff5932c44bdc8d04b038032c8687dd427a2",1,"root","no rank",1,"","","","","","",""
"203","26687294c098bffbb9a67cd3955ac0597b76e24a",126287,"Didelphinae","subfamily",0.9999,"Metazoa","Chordata","Mammalia","Didelphimorphia","Didelphidae","",""
"204","1253c453616d5428cb079ffadb26eacdaa44588c",337687,"Muroidea","clade",1,"Metazoa","Chordata","Mammalia","Rodentia","","",""
"205","f643b2f3a82df74c5d2960936c2e014d060e3a22",504568,"Salmoninae","subfamily",0.997,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","",""
"206","e2a664b66eabcbc0702b82362fc350b37f45918c",1,"root","no rank",1,"","","","","","",""
"207","4292b682bc1a9a6b48d2edf316f59e15002ad0b2",1,"root","no rank",1,"","","","","","",""
"208","6109f20abd12924d6213ac59a12a3d1a97c9d2a1",8825,"Neognathae","infraclass",0.9665,"Metazoa","Chordata","Aves","","","",""
"209","f22291c865eb42912074398723b531a835a454b8",1,"root","no rank",1,"","","","","","",""
"210","d462bb88ed0cdbbacf4bcfb9aab1442771d0a410",1,"root","no rank",1,"","","","","","",""
"211","21663eabd1aa3dc13e6e38aa1a0ffdcc326adfcd",1,"root","no rank",1,"","","","","","",""
"212","50f86fd03df6fe62fb9778c4932a382b2baebf98",1,"root","no rank",1,"","","","","","",""
