"","tmp.hash","tmp.tx","wholetax.tg"
"Metazoa__Chordata__Mammalia__Carnivora__Felidae__Felis__Felis catus__Taxon_120","e9714c684e9beeaab137301ac612768962704198","Taxon_120","Metazoa__Chordata__Mammalia__Carnivora__Felidae__Felis__Felis catus"
"Metazoa__Chordata__Mammalia__Eulipotyphla__Soricidae__NA__NA__Taxon_121","71892e2b7f0fd32f93e3686338fc51d1aa2a6a4a","Taxon_121","Metazoa__Chordata__Mammalia__Eulipotyphla__Soricidae__NA__NA"
"Metazoa__Chordata__Aves__Passeriformes__Thraupidae__Piranga__Piranga ludoviciana__Taxon_122","215a1f59dbebd89ecaf8223653610b041c1e6baa","Taxon_122","Metazoa__Chordata__Aves__Passeriformes__Thraupidae__Piranga__Piranga ludoviciana"
"Metazoa__Chordata__Mammalia__Didelphimorphia__Didelphidae__NA__NA__Taxon_123","26687294c098bffbb9a67cd3955ac0597b76e24a","Taxon_123","Metazoa__Chordata__Mammalia__Didelphimorphia__Didelphidae__NA__NA"
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Taxon_124","0801162c7ce06ed4f89326e144671b88806f5c78","Taxon_124","Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens"
"Metazoa__Chordata__Mammalia__Rodentia__Sciuridae__NA__NA__Taxon_125","0218266dbe9e6aa2986987ac11beb17d14633d45","Taxon_125","Metazoa__Chordata__Mammalia__Rodentia__Sciuridae__NA__NA"
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Taxon_126","6634733d917ef2fc77dd7e1780deb0c7f70bbb54","Taxon_126","Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens"
"Metazoa__Chordata__Mammalia__Carnivora__Canidae__Canis__NA__Taxon_127","c30cfa4252af86c2d3780f49571758277315c289","Taxon_127","Metazoa__Chordata__Mammalia__Carnivora__Canidae__Canis__NA"
"Metazoa__NA__NA__NA__NA__NA__NA__Taxon_128","9c177b556ac925aa7f5fa05607d9a4820e3dd201","Taxon_128","Metazoa__NA__NA__NA__NA__NA__NA"
"Metazoa__Chordata__Actinopteri__NA__NA__NA__NA__Taxon_129","3350435419d1027c04474005a3f51fd177118008","Taxon_129","Metazoa__Chordata__Actinopteri__NA__NA__NA__NA"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Taxon_130","308db18c6bf1525b24967bd6b8226a33664efb18","Taxon_130","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Taxon_131","418d5ed20b679f800b258f567825c92d012bc96e","Taxon_131","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Taxon_132","5d599e4d35d5fbf6e119745d3d0c4ed65fc32b6c","Taxon_132","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"Metazoa__Chordata__Aves__Piciformes__Picidae__NA__NA__Taxon_133","600c3ffc12a39542606a5575eae4598e32b7a7ef","Taxon_133","Metazoa__Chordata__Aves__Piciformes__Picidae__NA__NA"
"Metazoa__Chordata__Mammalia__Rodentia__Muridae__Rattus__NA__Taxon_134","deaadc11b0189c975741718d011ab0f6897f6066","Taxon_134","Metazoa__Chordata__Mammalia__Rodentia__Muridae__Rattus__NA"
"Metazoa__Chordata__Mammalia__Lagomorpha__Leporidae__NA__NA__Taxon_135","1d9c79934127687c5695d31ec87c6e1a8762723d","Taxon_135","Metazoa__Chordata__Mammalia__Lagomorpha__Leporidae__NA__NA"
"Metazoa__Chordata__Aves__Passeriformes__Parulidae__NA__NA__Taxon_136","5d033a6112f231fd3f8991741e0f04f193517321","Taxon_136","Metazoa__Chordata__Aves__Passeriformes__Parulidae__NA__NA"
"Metazoa__Chordata__Mammalia__Carnivora__Canidae__Canis__Canis lupus__Taxon_137","cf62a26ab8c1b5312a68133cb90988e0b24ee387","Taxon_137","Metazoa__Chordata__Mammalia__Carnivora__Canidae__Canis__Canis lupus"
"Metazoa__Chordata__Mammalia__Carnivora__Canidae__NA__NA__Taxon_138","871965f657d4a8a7644d5c91b3156f64d4cda176","Taxon_138","Metazoa__Chordata__Mammalia__Carnivora__Canidae__NA__NA"
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Taxon_139","4de6999ba46658cbd169abaa3cd0b167f482e12b","Taxon_139","Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens"
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Taxon_140","870c958f65d8f410ebfc2b057c5d1ed4c278223f","Taxon_140","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Taxon_141","fba91242a058d7e61c7992aa54f62f1a74b7f3ec","Taxon_141","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Taxon_142","3144807e9bbd9e36e21746e94494c6ed39dd47c9","Taxon_142","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Taxon_143","615a3f53cc7f27926da4b3e199ea93244ef2f96c","Taxon_143","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"Metazoa__Chordata__Mammalia__Carnivora__Canidae__NA__NA__Taxon_144","6989436792ba065c4821ebed2d6fc5ea2536c58a","Taxon_144","Metazoa__Chordata__Mammalia__Carnivora__Canidae__NA__NA"
"Metazoa__Chordata__Aves__NA__NA__NA__NA__Taxon_145","6109f20abd12924d6213ac59a12a3d1a97c9d2a1","Taxon_145","Metazoa__Chordata__Aves__NA__NA__NA__NA"
"Metazoa__Chordata__Aves__NA__NA__NA__NA__Taxon_146","718e4496abb042983be42da7ec4f981a95e3cac4","Taxon_146","Metazoa__Chordata__Aves__NA__NA__NA__NA"
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Taxon_147","f89061c8852671127f3503aebcf7095032b639ad","Taxon_147","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Taxon_148","0028a78795bae09e2afb3646f7dd703d01fd240f","Taxon_148","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"Metazoa__Chordata__Mammalia__NA__NA__NA__NA__Taxon_149","f7b1a32e81ba360550343229cb88a2affce49e0b","Taxon_149","Metazoa__Chordata__Mammalia__NA__NA__NA__NA"
"Metazoa__Chordata__Actinopteri__Perciformes__Gasterosteidae__Gasterosteus__NA__Taxon_150","091608e9343c9f2c79ff64e3fcfbcdfbce8653bc","Taxon_150","Metazoa__Chordata__Actinopteri__Perciformes__Gasterosteidae__Gasterosteus__NA"
"Metazoa__Chordata__Actinopteri__Perciformes__Gasterosteidae__Gasterosteus__Gasterosteus aculeatus__Taxon_151","31adf9b0bfe620438b8e730fd474cc27e61c3cc4","Taxon_151","Metazoa__Chordata__Actinopteri__Perciformes__Gasterosteidae__Gasterosteus__Gasterosteus aculeatus"
"Metazoa__Chordata__Actinopteri__Perciformes__Gasterosteidae__Gasterosteus__NA__Taxon_152","a541e363cb43edf898d30bc72c605a15295ca279","Taxon_152","Metazoa__Chordata__Actinopteri__Perciformes__Gasterosteidae__Gasterosteus__NA"
"Metazoa__Chordata__Actinopteri__Perciformes__Gasterosteidae__Gasterosteus__NA__Taxon_153","df5823fe2a8d10862daf8b3122776f35f7432a10","Taxon_153","Metazoa__Chordata__Actinopteri__Perciformes__Gasterosteidae__Gasterosteus__NA"
"Metazoa__Chordata__Mammalia__Rodentia__Muridae__Rattus__NA__Taxon_154","20c281c322d383b821af10ba009acaecf0906e5c","Taxon_154","Metazoa__Chordata__Mammalia__Rodentia__Muridae__Rattus__NA"
"Metazoa__Chordata__Actinopteri__NA__NA__NA__NA__Taxon_155","25e8531396b00cb9cdd8c87db81331ec1a0ee28e","Taxon_155","Metazoa__Chordata__Actinopteri__NA__NA__NA__NA"
"Metazoa__Chordata__Mammalia__Rodentia__Sciuridae__NA__NA__Taxon_156","94b63114aa34d641f6e6f065e77719ba46fa9c1b","Taxon_156","Metazoa__Chordata__Mammalia__Rodentia__Sciuridae__NA__NA"
"Metazoa__Chordata__Actinopteri__Perciformes__Gasterosteidae__Gasterosteus__Gasterosteus aculeatus__Taxon_157","82cd5137b47404d30be56a562b85bc7f303c27ea","Taxon_157","Metazoa__Chordata__Actinopteri__Perciformes__Gasterosteidae__Gasterosteus__Gasterosteus aculeatus"
"Metazoa__Chordata__Mammalia__Eulipotyphla__Soricidae__NA__NA__Taxon_158","acb132e82e2ef43f8eac6c7e5dd85c551168b718","Taxon_158","Metazoa__Chordata__Mammalia__Eulipotyphla__Soricidae__NA__NA"
"Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Taxon_159","c5096108c306c4feda0e54dde259d212245b2d5a","Taxon_159","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens__Taxon_160","469616fa917adf90ca6320f0c9a5d7abd2023a52","Taxon_160","Metazoa__Chordata__Mammalia__Primates__Hominidae__Homo__Homo sapiens"
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Osphranter__Osphranter rufus__Taxon_161","7aa929fd12fc38856e105d3092ae8752af4b44da","Taxon_161","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Osphranter__Osphranter rufus"
"Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA__Taxon_162","6f74ea5d6a7d9a8f2d3fc543c6652a3c85e75e3d","Taxon_162","Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA"
"Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Osphranter__Osphranter robustus__Taxon_163","b01206a5c3894a926e2167b0766297f098896c5f","Taxon_163","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Osphranter__Osphranter robustus"
"Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA__Taxon_164","afb6e29d578074f7a4ffe420bed62b2babbaa2c1","Taxon_164","Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA"
"Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA__Taxon_165","7430540c165c02777e5c7dddb5b163c733579c97","Taxon_165","Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA"
