"","tmp.hash","tmp.tx","wholetax.tg"
"93","5d033a6112f231fd3f8991741e0f04f193517321","Taxon_093","Metazoa__Chordata__Aves__Passeriformes__Parulidae__NA__NA"
"94","c40d38c8bcc2e06d14e4e2706ab698cfbca09fec","Taxon_094","Metazoa__Chordata__Mammalia__Rodentia__Muridae__Rattus__NA"
"95","82aa7321659751e1f8a88c5aec1b003e2940bb62","Taxon_095","Metazoa__Chordata__Aves__Passeriformes__Bombycillidae__Bombycilla__Bombycilla cedrorum"
"96","139ff38d8eb60547dba8a13573cc4d1939382544","Taxon_096","Metazoa__Chordata__Aves__Passeriformes__Corvidae__NA__NA"
"97","de4ae58a9a5c163d005e660d8b4186be5a1a8f8b","Taxon_097","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
"98","e6e251481bc362f8079b00377243062794e08264","Taxon_098","Metazoa__Chordata__Aves__Passeriformes__Corvidae__NA__NA"
"99","819937467214c7d0065add37502ee10429a88a16","Taxon_099","Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA"
"100","95133f83e7a7a29f179f9830db36ffbf1e8bf452","Taxon_100","Metazoa__Chordata__Actinopteri__Perciformes__NA__NA__NA"
"101","6109f20abd12924d6213ac59a12a3d1a97c9d2a1","Taxon_101","Metazoa__Chordata__Aves__NA__NA__NA__NA"
"102","e38e779b032805db5aa7de7dc90149d3fce72e79","Taxon_102","Metazoa__Chordata__Mammalia__Eulipotyphla__Soricidae__NA__NA"
"103","718e4496abb042983be42da7ec4f981a95e3cac4","Taxon_103","Metazoa__Chordata__Aves__NA__NA__NA__NA"
"104","f3b74c85c0bdd0beba57a87b50994f3a01ddd199","Taxon_104","Metazoa__Chordata__Aves__Passeriformes__Fringillidae__Pheucticus__Pheucticus melanocephalus"
"105","7aa929fd12fc38856e105d3092ae8752af4b44da","Taxon_105","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Osphranter__Osphranter rufus"
"106","3db492f4716a04f894bceb195ec2df6c0ff627ce","Taxon_106","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Osphranter__Osphranter robustus"
"107","afb6e29d578074f7a4ffe420bed62b2babbaa2c1","Taxon_107","Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA"
"108","cd95a9d4b4b049792bb1cf2033b33c0dc30fef5d","Taxon_108","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus giganteus"
"109","31f41238b2d21ab702054de79fed82ed77bc94f2","Taxon_109","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus fuliginosus"
"110","0931f311afd850e26fa9c9327711f8730b0c3776","Taxon_110","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus giganteus"
"111","09f093bfcd98bd11c8beb13cdb216b19b8a8883c","Taxon_111","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus giganteus"
"112","5d9ab9485d4035fa7d5f23b4a07ebf85cd1f5218","Taxon_112","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__NA__NA"
"113","6bd6f32447e324cdf909c901796e1b138c283939","Taxon_113","Metazoa__Chordata__Mammalia__Diprotodontia__Macropodidae__Macropus__Macropus giganteus"
"114","5681002d25373b0709e61bcde4aed27c530229d4","Taxon_114","Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA"
"115","f0bf0562b2ed12e94effab09c2bc98b700d3e86b","Taxon_115","Metazoa__Chordata__Mammalia__Diprotodontia__NA__NA__NA"
"116","d2c304e98f35a08208c6de8e649b5221340cc073","Taxon_116","Metazoa__Chordata__Mammalia__Didelphimorphia__Didelphidae__NA__NA"
"117","d5f832529f6b73fadb1b9087af48bf9a8dc101c8","Taxon_117","Metazoa__Chordata__Aves__Anseriformes__Anatidae__Aix__Aix sponsa"
"118","080414d0bb67438c6fccb4bec9182ce0510a1d58","Taxon_118","Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA"
